#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_RUTH_1007;As The Gods wish...;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1008;There is an ancient belief that the eve of Kupala is the only time of the year when ferns bloom. Prosperity, luck, discernment and power would befall on whoever finds a fern flower. Many young men and women would roam through the forests. Will you join them?;;;;;;;;;;;;;x
EVTOPTA_RUTH_1008;I will find fern flower for my beloved!;;;;;;;;;;;;;x
EVTOPTB_RUTH_1008;I will find fern flower and my true love!;;;;;;;;;;;;;x
EVTOPTC_RUTH_1008;The fern flower is the lie so why would I search it?;;;;;;;;;;;;;x
EVTOPTD_RUTH_1008;I'm too old for this.;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1009;Wandering the forest in search of fern flower you found instead a beautiful young woman who sit near the lake. Strange feeling appears inside of you while looking at her...;;;;;;;;;;;;;x
EVTOPTA_RUTH_1009;Approach young lady...;;;;;;;;;;;;;x
EVTOPTB_RUTH_1009;I am faithful to my beloved.;;;;;;;;;;;;;x
EVTOPTC_RUTH_1009;She's not worth the lord like me.;;;;;;;;;;;;;x
EVTOPTD_RUTH_1009;I must control my desires!;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1010;Wandering the forest in search of fern flower you sat down at the lake to take a rest. The peaceful silence was broken by a young man who's approaching you. Looking at him makes you feel something strange inside...;;;;;;;;;;;;;x
EVTOPTA_RUTH_1010;Spend the rest of night with him.;;;;;;;;;;;;;x
EVTOPTB_RUTH_1010;I am faithful to my beloved.;;;;;;;;;;;;;x
EVTOPTC_RUTH_1010;He's not worth someone like me.;;;;;;;;;;;;;x
EVTOPTD_RUTH_1010;True lady need to control her desires!;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1011;In search of fern flower at some point the understanding that you are lost comes. After hours in the deep dark of the wood you hear a howl and every second it comes closer. In a moment wolf comes out of darkness and running to you.;;;;;;;;;;;;;x
EVTOPTA_RUTH_1011;Come closer!;;;;;;;;;;;;;x
EVTOPTB_RUTH_1011;I'd better run!;;;;;;;;;;;;;x
EVTOPTC_RUTH_1011;I will kill you with bare hands!;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1012;You spent all night in search of fern flower and ended up with nothing but fatigue.;;;;;;;;;;;;;x
EVTOPTA_RUTH_1012;I guess this is not the right night.;;;;;;;;;;;;;x
EVTOPTB_RUTH_1012;Maybe there is no fern flower at all...;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1013;After spending all night in search of mythical flower you see something bright under the tree. There is no doubt - you have found the fern flower!;;;;;;;;;;;;;x
EVTOPTA_RUTH_1013;Qui quaerit, reperit!;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1014;According to legend two souls will be bound by love if the fern flower will be shared between them...;;;;;;;;;;;;;x
EVTOPTA_RUTH_1014;It is for you, my dear...;;;;;;;;;;;;;x
EVTOPTB_RUTH_1014;This flower is for the most beautiful one.;;;;;;;;;;;;;x
EVTOPTC_RUTH_1014;This flower is for the most handsome one.;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1101;Veles known to regularly send spirits of the dead into the living world as his heralds. Festivals in his honour held  in Winter, when time is  coming to the very end of world order, chaos growing stronger, the borders between worlds of living and dead are fading, and ancestral spirits would return amongst the living.;;;;;;;;;;;;;x
EVTOPTA_RUTH_1101;The celebration of Velja noc starts right now!;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1102;With the last of your guests on a way back home the celebration of Velja noc and Koliada ends.;;;;;;;;;;;;;x
EVTOPTA_RUTH_1102;It was good to see all of them...;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1103;The celebration of Velja noc starts with the ritual of Koliada. People are gathering into groups, changing their outfit for something special and walking from house to house singing the feast songs, so called carols.;;;;;;;;;;;;;x
EVTOPTA_RUTH_1103;I will wear simple outfit...;;;;;;;;;;;;;x
EVTOPTB_RUTH_1103;I will be look like one of gods...;;;;;;;;;;;;;x
EVTOPTC_RUTH_1103;I will wear my best outfit to represent myself...;;;;;;;;;;;;;x
EVTOPTD_RUTH_1103;I will not go...;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1104;At the end of the night group divides all what they've been given today. Since you are a big lord it is for you to decide what to do with all of this money...;;;;;;;;;;;;;x
EVTOPTA_RUTH_1104;The same piece for everyone.;;;;;;;;;;;;;x
EVTOPTB_RUTH_1104;I will take all of money.;;;;;;;;;;;;;x
EVTOPTC_RUTH_1104;Give it all for charity.;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1105;Door opens and very old man stands in front of you. There is no debt he has nothing to offer you for the carol.;;;;;;;;;;;;;x
EVTOPTA_RUTH_1105;It is a celebration for everyone. Here, take this coin old man!;;;;;;;;;;;;;x
EVTOPTB_RUTH_1105;Let us hope his neighbours more generous...;;;;;;;;;;;;;x
EVTOPTC_RUTH_1105;If you don't have money that obviously we will take something costly in exchange!;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1106;While playing with snowballs one of kinds missed the target and accidentally shot you when you less expected. You fell face down into the snow. When you got up everyone laughed on you.;;;;;;;;;;;;;x
EVTOPTA_RUTH_1106;Nice shot kid! But what will you say about this one!;;;;;;;;;;;;;x
EVTOPTB_RUTH_1106;Punish this stupid kid!;;;;;;;;;;;;;x
EVTOPTC_RUTH_1106;You think this is funny? I'll see how you will smile in a jail!;;;;;;;;;;;;;x
#
EVTDESC_RUTH_1107;At the end of celebration it is time to gather your family together and spend Velja noc together...;;;;;;;;;;;;;x
EVTOPTA_RUTH_1107;I'm exited to see all of you again!;;;;;;;;;;;;;x
EVTOPTB_RUTH_1107;The feast? I like the feasts!;;;;;;;;;;;;;x
EVTOPTC_RUTH_1107;Uncork the best wines!;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
